3.595662480994680776e-01,1.759627434480839636e-01,-1.185113425144140170e-01,1.213573322767143164e-01,-4.051426308274774235e-01,-3.030895885230721065e-01,2.329101209849667176e-01,7.135028694343556466e-02,-2.139890328990144974e-01,3.886189448312647454e-01,9.860847279919397745e-02,1.098051958432183783e-01,-3.763704744995249873e-02,-6.210811408512164622e-01,-1.439830141049674994e-01,2.798282166574014296e-01,-5.057910350531785726e-01,-1.599079576931100310e-01,-3.254662970685877066e-01,-2.036695938383008275e-01
-9.115596973972671380e-02,4.654877017920794890e-01,-8.918331112204036515e-02,-3.702518861285112317e-01,-2.355451294433988027e-02,-3.334261067967376202e-01,3.940804729515517968e-01,-1.225371737357629359e-01,2.241669518101771508e-01,-4.245568381310965700e-01,7.167014804756993707e-02,-2.952195529966654131e-01,-1.538910786124947916e-01,8.134531883310047728e-02,2.928802355961920845e-01,7.549419193830331221e-02,-1.088501386995719550e-01,-1.804303429061363540e-01,-2.010182958300584244e-01,1.275320265810126752e-01
-1.154164360512324600e-01,4.105262862558781700e-01,1.459392640928056928e-01,2.902235253172891216e-01,3.265667036320583638e-01,4.511675736894052990e-01,1.472309309998983129e-01,-2.908588534420913918e-01,3.609874596899150245e-01,1.378782913671533668e-03,-2.011115625398488260e-01,-2.261100985744702585e-01,-4.730903985349094731e-01,-6.171340868737647234e-05,-3.701886513402317114e-01,-2.625786859098575565e-01,-3.033216428963484423e-01,-2.913560519346394817e-01,3.708293607682262016e-01,-2.165881444618093510e-01
2.266270425665757871e-01,2.521435818728286551e-02,-4.249217570965069246e-01,-1.878980051605409485e-01,-3.342577917283288125e-01,2.807983211228194387e-01,-2.378366049041577557e-01,-4.894618977858901376e-03,-6.882259864957387951e-02,-2.514748700154131877e-01,2.992987493633759155e-01,2.724999506664873075e-02,-2.559927376796310439e-01,-1.480812470960829741e-01,6.923063310527870218e-02,2.997304942729188126e-01,-1.880044840219110003e-01,-2.238207581295863502e-01,-7.991926974260295247e-02,1.512898519485654791e-01
1.773000101720872135e-01,-2.039234307489176945e-01,3.251697417790869737e-01,-2.404661872128633637e-01,-2.656218632964998383e-01,-1.617493804838737448e-01,3.608683964445548176e-01,3.319002586299472646e-01,6.825495925206125081e-02,1.769194791057600580e-01,4.214403094997700716e-01,3.332195637118290921e-01,2.222535883588144245e-01,-2.000588803811135241e-01,1.459961865966014904e-01,-1.510989392395299946e-01,-4.097280494505777804e-01,2.266910290664509442e-01,1.478120828748047400e-01,-4.665163581967475548e-02
-8.261970739798109309e-02,-2.819172666885475520e-01,-1.861706166858571043e-01,3.360191651504032539e-01,-1.952004313822029435e-01,-1.886964786216102086e-01,1.653034567330077254e-01,-2.351484059861757014e-01,2.852078428125120468e-01,-1.340130519890542909e-02,7.444007508776648296e-02,1.534405900041738158e-01,4.197537226174134495e-01,-1.618042643030958849e-01,1.088946777706310126e-01,-4.450845364407989280e-01,-2.940719565747317854e-01,-3.048419048152823385e-01,-3.418449284503510266e-01,3.145113606651473992e-01
-1.880522284875788819e-01,-2.227667119795745387e-01,-1.419858592577179501e-01,-4.827151895369991563e-01,-4.971507734279291824e-01,-9.683880196259525563e-02,-3.813254895794274124e-02,-1.310463612773991315e-01,-4.225843009937679251e-01,7.488482572857824149e-01,-7.350727312993794726e-02,-1.328355752904483156e-01,2.623218073807843109e-01,-2.440924599387087335e-01,-3.506681677770373540e-01,2.078208272126135792e-01,-8.208062319339817087e-03,5.171793437536673643e-01,2.933163910773675109e-01,-1.720192439284481123e-01
2.024110149207725418e-01,4.577863921853504714e-02,3.302257328880234266e-01,1.607747556243385445e-01,1.177614733884854992e-01,3.392822892556491832e-01,-1.444413093378287827e-01,-4.863530891514149523e-01,2.282866707407578688e-01,-2.575339216045439139e-01,3.879218973311818197e-01,-4.775204793284094640e-01,4.143984357468363106e-02,-3.801788337749789082e-01,-4.703545767432878305e-02,-2.208176377125651568e-01,4.601503708754368094e-01,2.959174194296551597e-01,-4.720933489497866620e-01,-2.746597700882033033e-01
-4.950453029621285084e-01,-1.741233871435153291e-01,-1.604139352360320903e-01,3.089004812772866426e-01,-5.151730978016332008e-02,2.627935374084094944e-01,1.775540072521602786e-01,-4.484256741002358715e-01,-7.144338495604418693e-02,-1.692967998739900448e-01,-3.450145523959374239e-01,-2.996107124991644888e-01,-2.480556061830225811e-01,-3.010771730730372187e-01,-1.337586401358251686e-01,1.670745571909908189e-01,-1.388267335154296789e-01,4.712018983912650283e-01,-1.445508154461192796e-01,2.263084214539941297e-02
-4.701637352130035030e-02,2.212395244941887662e-01,2.747283760854649093e-01,-2.384478760773127148e-01,-6.298888040069500205e-01,3.111957706817643499e-01,-2.808558106027670646e-03,-3.018379497924552624e-01,-3.959892821535113683e-01,3.798652705610619518e-02,-3.772136419343378733e-01,2.005424529381615306e-01,-1.466045787548669044e-01,3.126985408705176828e-02,2.313318368619101673e-01,-3.486619833162140081e-01,1.067392366054983194e-01,-2.793271067817193476e-01,1.351200805689129480e-01,-4.416827418321037091e-01
